/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=9.png, NaN, NaN, NaN, NaN, 191, 142, 163, 64, NaN, NaN, NaN, NaN, 98, 64, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=28.png, NaN, NaN, NaN, NaN, 169, 192, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=76.png, NaN, NaN, NaN, NaN, NaN, NaN, 175, 112, NaN, NaN, NaN, NaN, 99, 76, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=58.png, NaN, NaN, NaN, NaN, 167, 197, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=37.png, NaN, NaN, NaN, NaN, 169, 140, 162, 39, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=8.png, NaN, NaN, NaN, NaN, 191, 142, 166, 61, NaN, NaN, NaN, NaN, 98, 64, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=40.png, NaN, NaN, NaN, NaN, 160, 179, 153, 88, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=26.png, NaN, NaN, NaN, NaN, 167, 105, 151, 18, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=21.png, NaN, NaN, NaN, NaN, 191, 142, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=50.png, NaN, NaN, NaN, NaN, 167, 197, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=36.png, NaN, NaN, NaN, NaN, 169, 202, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=52.png, NaN, NaN, NaN, NaN, 167, 197, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=14.png, NaN, NaN, NaN, NaN, 191, 142, 161, 35, NaN, NaN, NaN, NaN, 98, 64, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=44.png, NaN, NaN, NaN, NaN, 169, 204, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=12.png, NaN, NaN, NaN, NaN, 191, 142, 166, 38, NaN, NaN, NaN, NaN, 98, 64, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=34.png, NaN, NaN, NaN, NaN, 195, 163, 174, 63, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=33.png, NaN, NaN, NaN, NaN, 199, 144, 179, 60, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=66.png, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=56.png, NaN, NaN, NaN, NaN, 179, 191, NaN, NaN, NaN, NaN, NaN, NaN, 92, 53, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=75.png, NaN, NaN, NaN, NaN, NaN, NaN, 176, 114, NaN, NaN, NaN, NaN, 85, 74, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=43.png, NaN, NaN, NaN, NaN, 170, 215, 163, 64, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=23.png, NaN, NaN, NaN, NaN, 190, 170, 171, 109, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=67.png, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 87, 123, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=20.png, NaN, NaN, NaN, NaN, 187, 175, 175, 106, NaN, NaN, NaN, NaN, 92, 57, NaN, NaN, NaN, NaN, NaN, NaN
/Users/juliazahner/polybox/Master_Semester_4/Data/flipped_resized_images/patient_0000/patient_0000#t=15.png, NaN, NaN, NaN, NaN, 191, 142, 163, 64, NaN, NaN, NaN, NaN, 98, 64, NaN, NaN, NaN, NaN, NaN, NaN
